"","x","a","y"
"1",-1.03970235271845,0,-5.07615319186147
"2",-0.453318551997654,0,6.85123262834089
"3",0.65069349843543,1,8.52118516787333
"4",2.49514284497127,1,21.0353137462304
"5",-1.39074937929399,0,-8.88671801896639
"6",2.44114326732233,1,21.845564415881
"7",2.69571397732943,1,27.7431796831149
"8",1.13438785867766,1,3.93331481020296
"9",0.960127241443843,1,7.90654515118842
"10",-2.1601755124284,0,-4.96525330588461
"11",-1.36713983805384,0,-8.91386551732078
"12",-1.52893786109053,0,-10.4265500057856
"13",1.27862565661781,1,1.42007787863828
"14",-0.387429549824446,1,10.8522681237154
"15",1.73412780999206,1,3.07117278165806
"16",0.237345831468701,1,13.9572298768721
"17",1.44690179545432,1,2.13227878531262
"18",2.95548352156766,1,38.7229300985
"19",-0.409806513111107,1,12.8846028009726
"20",1.77594871725887,1,3.2786845005399
"21",2.6408787710825,1,28.8252283150218
"22",-1.33321613294538,1,-1.15301298355503
"23",1.08420571347233,0,-2.1031298294513
"24",-1.80944697221275,0,-6.68313151762871
"25",-1.03028632199857,0,-6.42824675360043
"26",-0.376372491009533,1,12.5727991439547
"27",-2.42635316762608,0,-1.12192883282421
"28",-0.396866236114874,1,10.0511101894893
"29",2.28329965146258,1,17.0241025498321
"30",-0.628080518217757,1,8.76930035533816
"31",0.151440635090694,1,14.4566322269173
"32",0.797612039837986,1,5.36446369436135
"33",0.214477188768797,1,15.3752197038374
"34",-1.47580319223925,0,-11.619305726141
"35",2.05055325233843,1,10.6515925765872
"36",1.17656706005801,1,2.25558791193244
"37",1.86831923399586,1,6.8371487658691
"38",-1.90631005761679,0,-8.3670389407762
"39",1.48041020322125,0,-6.82279878748896
"40",-0.237990636960603,1,10.4813727358399
"41",2.01520461763721,1,12.6542236885851
"42",1.05883106600959,1,3.38679692654776
"43",1.80613019259181,1,5.97353621254975
"44",0.541699714027345,1,14.1405409244005
"45",0.413457691087388,1,12.9755049602908
"46",1.84145927429199,1,4.98710977040855
"47",-2.37167838716414,0,-0.436961871645123
"48",0.124765357701108,0,12.058469096656
"49",1.5277255626861,1,2.86779717317148
"50",1.31002356065437,1,-0.0586825393352368
"51",0.126907921745442,1,15.5320597558998
"52",2.23665212257765,1,14.2598761229436
"53",-0.0904659102670848,0,12.0265607438793
"54",-1.15361497632693,1,-2.93208999169547
"55",-2.11126524070278,0,-6.22198505853408
"56",-1.95293611905072,0,-9.6831342578955
"57",-0.760505610494874,1,6.05621983870277
"58",0.352488447562791,0,8.15477650491085
"59",1.14102792029735,1,3.0353754231176
"60",-0.262433970463462,0,6.73551189713112
"61",2.52081758342683,1,24.1735369165488
"62",-0.885181449819356,0,0.34558345516994
"63",0.0248614944284782,0,11.7138223561848
"64",-0.671829291968606,0,1.81184768185975
"65",1.0797875688877,0,-0.95059798517576
"66",-1.08090770605486,0,-6.19896184616821
"67",0.131998865515925,1,15.047066606308
"68",1.71470868855249,1,5.00696424363031
"69",-2.03664197097532,1,5.43356741744334
"70",2.31426731520332,1,17.764846787465
"71",-0.635098841856234,1,7.39285278210522
"72",2.11692192603368,1,14.9024718554837
"73",-0.593240809626877,1,6.44013950135897
"74",-0.664237880613655,0,2.47197119392288
"75",0.119931847904809,1,13.369090963987
